compromised_nodes_id,is_success
['I3'],0
['I3'],0
['I4'],0
['I2'],0
['I3'],0
['I1'],0
['I5'],0
['I2'],0
['I6'],0
['I3'],0
['I5'],0
['I1'],0
['I3'],0
['I6'],0
['I8'],0
['I8'],0
['I6'],0
['I1'],0
['I4'],0
['I6'],0
['I3'],0
['I8'],0
['I1'],0
['I3'],0
['I3'],0
['I6'],0
['I7'],0
['I8'],0
['I1'],0
['I5'],0
['I8'],0
['I5'],0
['I4'],0
['I3'],0
['I3'],0
['I6'],0
['I6'],0
['I5'],0
['I8'],0
['I2'],0
['I3'],0
['I8'],0
['I1'],0
['I8'],0
['I4'],0
['I3'],0
['I8'],0
['I6'],0
['I4'],0
['I5'],0
['I5'],0
['I6'],0
['I1'],0
['I2'],0
['I5'],0
['I4'],0
['I6'],0
['I4'],0
['I1'],0
['I8'],0
['I3'],0
['I1'],0
['I5'],0
['I8'],0
['I1'],0
['I5'],0
['I8'],0
['I1'],0
['I5'],0
['I6'],0
['I6'],0
['I3'],0
['I8'],0
['I1'],0
['I1'],0
['I8'],0
['I8'],0
['I8'],0
['I8'],0
['I2'],0
['I6'],0
['I4'],0
['I2'],0
['I7'],0
['I4'],0
['I4'],0
['I2'],0
['I1'],0
['I2'],0
['I4'],0
['I6'],0
['I5'],0
['I7'],0
['I3'],0
['I3'],0
['I5'],0
['I2'],0
['I3'],0
['I8'],0
['I3'],0
['I3'],0
['I8'],0
['I8'],0
['I2'],0
['I3'],0
['I5'],0
['I3'],0
['I4'],0
['I4'],0
['I4'],0
['I2'],0
['I7'],0
['I6'],0
['I4'],0
['I8'],0
['I4'],0
['I1'],0
['I6'],0
['I5'],0
['I1'],0
['I4'],0
['I1'],0
['I2'],0
['I4'],0
['I8'],0
['I8'],0
['I2'],0
['I7'],0
['I8'],0
['I5'],0
['I3'],0
['I3'],0
['I6'],0
['I7'],0
['I4'],0
['I4'],0
['I1'],0
['I7'],0
['I6'],0
['I7'],0
['I8'],0
['I3'],0
['I2'],0
['I5'],0
['I1'],0
['I1'],0
['I8'],0
['I2'],0
['I2'],0
['I2'],0
['I7'],0
['I4'],0
['I6'],0
['I5'],0
['I8'],0
['I1'],0
['I8'],0
['I5'],0
['I2'],0
['I2'],0
['I6'],0
['I1'],0
['I6'],0
['I3'],0
['I8'],0
['I4'],0
['I6'],0
['I5'],0
['I5'],0
['I2'],0
['I2'],0
['I5'],0
['I2'],0
['I8'],0
['I4'],0
['I6'],0
['I6'],0
['I4'],0
['I1'],0
['I8'],0
['I2'],0
['I2'],0
['I1'],0
['I4'],0
['I3'],0
['I5'],0
['I5'],0
['I4'],0
['I3'],0
['I5'],0
['I4'],0
['I2'],0
['I7'],0
['I5'],0
['I2'],0
['I8'],0
['I7'],0
['I7'],0
['I3'],0
['I2'],0
['I4'],0
['I5'],0
['I2'],0
['I7'],0
['I4'],0
['I1'],0
['I1'],0
['I2'],0
['I1'],0
['I5'],0
['I8'],0
['I5'],0
['I5'],0
['I8'],0
['I7'],0
['I1'],0
['I3'],0
['I2'],0
['I2'],0
['I8'],0
['I6'],0
['I8'],0
['I1'],0
['I4'],0
['I1'],0
['I1'],0
['I7'],0
['I7'],0
['I2'],0
['I1'],0
['I6'],0
['I1'],0
['I3'],0
['I7'],0
['I3'],0
['I7'],0
['I3'],0
['I1'],0
['I4'],0
['I8'],0
['I1'],0
['I2'],0
['I6'],0
['I7'],0
['I1'],0
['I3'],0
['I2'],0
['I1'],0
['I4'],0
['I2'],0
['I2'],0
['I5'],0
['I6'],0
['I7'],0
['I1'],0
['I7'],0
['I4'],0
['I6'],0
['I5'],0
['I6'],0
['I1'],0
['I1'],0
['I3'],0
['I7'],0
['I4'],0
['I4'],0
['I3'],0
['I2'],0
['I8'],0
['I4'],0
['I1'],0
['I3'],0
['I5'],0
['I1'],0
['I1'],0
['I3'],0
['I3'],0
['I1'],0
['I1'],0
['I8'],0
['I8'],0
['I8'],0
['I8'],0
['I8'],0
['I6'],0
['I5'],0
['I2'],0
['I8'],0
['I5'],0
['I6'],0
['I2'],0
['I8'],0
['I2'],0
['I2'],0
['I3'],0
['I1'],0
['I7'],0
['I6'],0
['I3'],0
['I7'],0
['I7'],0
['I5'],0
['I2'],0
['I8'],0
['I5'],0
['I6'],0
['I4'],0
['I7'],0
['I5'],0
['I1'],0
['I2'],0
['I4'],0
['I5'],0
['I7'],0
['I7'],0
['I7'],0
['I5'],0
['I2'],0
['I3'],0
['I3'],0
['I8'],0
['I5'],0
['I3'],0
['I2'],0
['I8'],0
['I3'],0
['I7'],0
['I2'],0
['I1'],0
['I4'],0
['I5'],0
['I3'],0
['I3'],0
['I7'],0
['I3'],0
['I4'],0
['I5'],0
['I4'],0
['I4'],0
['I8'],0
['I1'],0
['I8'],0
['I2'],0
['I6'],0
['I5'],0
['I6'],0
['I1'],0
['I4'],0
['I1'],0
['I6'],0
['I2'],0
['I8'],0
['I4'],0
['I6'],0
['I6'],0
['I5'],0
['I4'],0
['I4'],0
['I1'],0
['I8'],0
['I2'],0
['I8'],0
['I4'],0
['I5'],0
['I7'],0
['I4'],0
['I8'],0
['I7'],0
['I7'],0
['I6'],0
['I1'],0
['I2'],0
['I8'],0
['I1'],0
['I2'],0
['I5'],0
['I3'],0
['I6'],0
['I3'],0
['I4'],0
['I4'],0
['I6'],0
['I5'],0
['I3'],0
['I8'],0
['I5'],0
['I2'],0
['I1'],0
['I5'],0
['I2'],0
['I4'],0
['I2'],0
['I1'],0
['I8'],0
['I1'],0
['I7'],0
['I7'],0
['I7'],0
['I2'],0
['I1'],0
['I4'],0
['I8'],0
['I3'],0
['I1'],0
['I5'],0
['I4'],0
['I4'],0
['I2'],0
['I8'],0
['I1'],0
['I4'],0
['I2'],0
['I3'],0
['I5'],0
['I1'],0
['I1'],0
['I2'],0
['I7'],0
['I8'],0
['I2'],0
['I4'],0
['I6'],0
['I7'],0
['I1'],0
['I1'],0
['I6'],0
['I6'],0
['I8'],0
['I2'],0
['I7'],0
['I1'],0
['I8'],0
['I2'],0
['I4'],0
['I8'],0
['I2'],0
['I1'],0
['I5'],0
['I2'],0
['I5'],0
['I6'],0
['I8'],0
['I5'],0
['I5'],0
['I5'],0
['I8'],0
['I4'],0
['I6'],0
['I5'],0
['I2'],0
['I6'],0
['I3'],0
['I4'],0
['I5'],0
['I6'],0
['I2'],0
['I2'],0
['I6'],0
['I4'],0
['I1'],0
['I7'],0
['I6'],0
['I1'],0
['I3'],0
['I4'],0
['I1'],0
['I2'],0
['I1'],0
['I5'],0
['I6'],0
['I7'],0
['I6'],0
['I1'],0
['I2'],0
['I5'],0
['I7'],0
['I4'],0
['I2'],0
['I4'],0
['I1'],0
['I4'],0
['I3'],0
['I5'],0
['I5'],0
['I3'],0
['I6'],0
['I1'],0
['I8'],0
['I5'],0
['I2'],0
['I6'],0
['I3'],0
['I6'],0
['I3'],0
['I5'],0
['I1'],0
['I8'],0
['I5'],0
['I8'],0
['I3'],0
['I7'],0
['I7'],0
['I2'],0
['I1'],0
['I4'],0
['I8'],0
['I6'],0
['I4'],0
['I7'],0
['I3'],0
['I3'],0
['I3'],0
['I4'],0
['I6'],0
['I8'],0
['I2'],0
['I4'],0
['I4'],0
['I8'],0
['I7'],0
['I4'],0
['I7'],0
['I5'],0
['I3'],0
['I1'],0
['I7'],0
['I3'],0
['I6'],0
['I1'],0
['I4'],0
['I1'],0
['I5'],0
['I3'],0
['I8'],0
['I6'],0
['I4'],0
['I4'],0
['I3'],0
['I5'],0
['I5'],0
['I1'],0
['I3'],0
['I1'],0
['I7'],0
['I3'],0
['I2'],0
['I3'],0
['I1'],0
['I5'],0
['I2'],0
['I3'],0
['I1'],0
['I2'],0
['I7'],0
['I8'],0
['I4'],0
['I6'],0
['I4'],0
['I8'],0
['I2'],0
['I4'],0
['I2'],0
['I5'],0
['I3'],0
['I4'],0
['I6'],0
['I2'],0
['I3'],0
['I2'],0
['I6'],0
['I3'],0
['I3'],0
['I7'],0
['I7'],0
['I5'],0
['I2'],0
['I6'],0
['I7'],0
['I2'],0
['I3'],0
['I8'],0
['I2'],0
['I2'],0
['I5'],0
['I3'],0
['I5'],0
['I8'],0
['I1'],0
['I5'],0
['I8'],0
['I1'],0
['I3'],0
['I1'],0
['I2'],0
['I6'],0
['I4'],0
['I8'],0
['I1'],0
['I5'],0
['I5'],0
['I3'],0
['I1'],0
['I3'],0
['I5'],0
['I6'],0
['I5'],0
['I1'],0
['I5'],0
['I6'],0
['I2'],0
['I5'],0
['I2'],0
['I1'],0
['I4'],0
['I6'],0
['I5'],0
['I4'],0
['I4'],0
['I5'],0
['I6'],0
['I5'],0
['I7'],0
['I8'],0
['I3'],0
['I5'],0
['I3'],0
['I3'],0
['I8'],0
['I8'],0
['I5'],0
['I6'],0
['I1'],0
['I8'],0
['I2'],0
['I1'],0
['I1'],0
['I2'],0
['I2'],0
['I8'],0
['I4'],0
['I6'],0
['I5'],0
['I1'],0
['I8'],0
['I4'],0
['I6'],0
['I5'],0
['I8'],0
['I7'],0
['I3'],0
['I6'],0
['I4'],0
['I5'],0
['I3'],0
['I2'],0
['I7'],0
['I2'],0
['I3'],0
['I1'],0
['I8'],0
['I2'],0
['I8'],0
['I1'],0
['I6'],0
['I4'],0
['I6'],0
['I7'],0
['I6'],0
['I5'],0
['I4'],0
['I3'],0
['I8'],0
['I8'],0
['I5'],0
['I2'],0
['I5'],0
['I1'],0
['I3'],0
['I7'],0
['I7'],0
['I1'],0
['I1'],0
['I3'],0
['I4'],0
['I8'],0
['I5'],0
['I2'],0
['I8'],0
['I1'],0
['I5'],0
['I1'],0
['I4'],0
['I4'],0
['I3'],0
['I2'],0
['I6'],0
['I2'],0
['I3'],0
['I1'],0
['I6'],0
['I6'],0
['I3'],0
['I7'],0
['I7'],0
['I7'],0
['I2'],0
['I3'],0
['I3'],0
['I2'],0
['I1'],0
['I6'],0
['I2'],0
['I3'],0
['I3'],0
['I4'],0
['I5'],0
['I4'],0
['I6'],0
['I4'],0
['I6'],0
['I3'],0
['I2'],0
['I7'],0
['I4'],0
['I7'],0
['I5'],0
['I1'],0
['I4'],0
['I2'],0
['I1'],0
['I8'],0
['I1'],0
['I5'],0
['I3'],0
['I5'],0
['I7'],0
['I5'],0
['I2'],0
['I6'],0
['I5'],0
['I5'],0
['I2'],0
['I2'],0
['I2'],0
['I1'],0
['I1'],0
['I4'],0
['I2'],0
['I4'],0
['I3'],0
['I6'],0
['I3'],0
['I6'],0
['I3'],0
['I2'],0
['I7'],0
['I6'],0
['I2'],0
['I4'],0
['I5'],0
['I4'],0
['I6'],0
['I3'],0
['I4'],0
['I4'],0
['I3'],0
['I2'],0
['I5'],0
['I4'],0
['I1'],0
['I1'],0
['I4'],0
['I1'],0
['I4'],0
['I8'],0
['I8'],0
['I3'],0
['I5'],0
['I1'],0
['I7'],0
['I5'],0
['I8'],0
['I6'],0
['I1'],0
['I3'],0
['I6'],0
['I8'],0
['I8'],0
['I4'],0
['I7'],0
['I1'],0
['I8'],0
['I2'],0
['I6'],0
['I1'],0
['I7'],0
['I3'],0
['I8'],0
['I6'],0
['I5'],0
['I8'],0
['I6'],0
['I8'],0
['I2'],0
['I2'],0
['I8'],0
['I8'],0
['I8'],0
['I4'],0
['I1'],0
['I8'],0
['I7'],0
['I5'],0
['I4'],0
['I4'],0
['I4'],0
['I4'],0
['I3'],0
['I1'],0
['I8'],0
['I8'],0
['I5'],0
['I5'],0
['I2'],0
['I1'],0
['I4'],0
['I8'],0
['I1'],0
['I3'],0
['I7'],0
['I8'],0
['I6'],0
['I7'],0
['I3'],0
['I3'],0
['I1'],0
['I6'],0
['I2'],0
['I2'],0
['I6'],0
['I5'],0
['I7'],0
['I7'],0
['I6'],0
['I4'],0
['I4'],0
['I4'],0
['I6'],0
['I2'],0
['I1'],0
['I1'],0
['I7'],0
['I8'],0
['I4'],0
['I8'],0
['I6'],0
['I2'],0
['I4'],0
['I4'],0
['I1'],0
['I3'],0
['I6'],0
['I1'],0
['I6'],0
['I4'],0
['I3'],0
['I2'],0
['I7'],0
['I3'],0
['I6'],0
['I7'],0
['I4'],0
['I6'],0
['I7'],0
['I4'],0
['I3'],0
['I8'],0
['I6'],0
['I4'],0
['I5'],0
['I8'],0
['I8'],0
['I6'],0
['I8'],0
['I4'],0
['I4'],0
['I8'],0
['I2'],0
['I1'],0
['I5'],0
['I1'],0
['I8'],0
['I2'],0
['I1'],0
['I6'],0
['I5'],0
['I2'],0
['I3'],0
['I1'],0
['I3'],0
['I1'],0
['I2'],0
['I4'],0
['I8'],0
['I5'],0
['I2'],0
['I7'],0
['I1'],0
['I7'],0
['I6'],0
['I2'],0
['I1'],0
['I6'],0
['I5'],0
['I1'],0
['I5'],0
['I1'],0
['I7'],0
['I2'],0
['I6'],0
['I6'],0
['I1'],0
['I7'],0
['I4'],0
['I3'],0
['I4'],0
['I5'],0
['I6'],0
['I1'],0
['I5'],0
['I4'],0
['I4'],0
['I5'],0
['I3'],0
['I8'],0
['I7'],0
['I6'],0
['I8'],0
['I6'],0
['I8'],0
['I2'],0
['I2'],0
['I5'],0
['I3'],0
['I5'],0
['I2'],0
['I4'],0
['I7'],0
['I6'],0
['I1'],0
['I3'],0
['I1'],0
['I5'],0
['I6'],0
['I2'],0
['I1'],0
['I8'],0
['I5'],0
['I6'],0
['I6'],0
['I3'],0
['I6'],0
['I8'],0
['I8'],0
['I8'],0
['I2'],0
['I8'],0
['I3'],0
['I5'],0
['I3'],0
['I2'],0
['I4'],0
['I4'],0
['I4'],0
['I7'],0
['I2'],0
['I6'],0
['I6'],0
['I8'],0
['I5'],0
['I3'],0
['I8'],0
['I8'],0
['I7'],0
['I3'],0
['I3'],0
['I4'],0
['I3'],0
['I8'],0
['I8'],0
['I1'],0
['I3'],0
['I7'],0
['I6'],0
['I1'],0
['I1'],0
['I4'],0
['I7'],0
['I2'],0
['I7'],0
['I8'],0
['I3'],0
['I1'],0
['I6'],0
['I5'],0
['I4'],0
['I8'],0
['I7'],0
['I8'],0
['I1'],0
['I6'],0
['I4'],0
['I8'],0
['I4'],0
['I3'],0
['I6'],0
['I6'],0
['I8'],0
['I8'],0
['I6'],0
['I3'],0
['I5'],0
['I7'],0
['I8'],0
['I8'],0
['I8'],0
['I5'],0
['I1'],0
['I7'],0
['I1'],0
['I6'],0
['I7'],0
['I5'],0
['I6'],0
['I5'],0
['I3'],0
['I6'],0
['I6'],0
['I4'],0
['I1'],0
['I5'],0
['I8'],0
['I7'],0
['I5'],0
['I4'],0
['I8'],0
['I4'],0
['I6'],0
['I5'],0
['I5'],0
['I2'],0
['I7'],0
['I1'],0
['I7'],0
['I2'],0
['I5'],0
['I8'],0
['I8'],0
['I2'],0
['I6'],0
['I8'],0
['I3'],0
['I3'],0
['I8'],0
['I3'],0
['I8'],0
['I2'],0
['I1'],0
['I5'],0
['I2'],0
['I4'],0
['I2'],0
['I4'],0
['I7'],0
['I8'],0
['I3'],0
['I7'],0
['I5'],0
['I5'],0
['I3'],0
['I7'],0
['I8'],0
['I1'],0
['I2'],0
['I2'],0
['I3'],0
['I2'],0
['I3'],0
['I5'],0
['I4'],0
['I8'],0
['I2'],0
['I6'],0
['I3'],0
['I1'],0
['I5'],0
['I2'],0
['I6'],0
['I3'],0
['I3'],0
['I6'],0
['I4'],0
['I5'],0
['I3'],0
['I8'],0
['I6'],0
['I2'],0
['I1'],0
['I3'],0
['I4'],0
['I5'],0
['I4'],0
['I4'],0
['I8'],0
['I8'],0
['I1'],0
['I4'],0
['I4'],0
['I6'],0
['I1'],0
['I1'],0
['I2'],0
['I5'],0
['I7'],0
['I2'],0
['I6'],0
['I2'],0
['I7'],0
['I3'],0
['I8'],0
['I4'],0
['I2'],0
['I2'],0
['I7'],0
['I7'],0
['I6'],0
['I8'],0
['I5'],0
['I7'],0
['I3'],0
['I8'],0
['I5'],0
['I4'],0
['I5'],0
['I6'],0
['I4'],0
['I8'],0
['I5'],0
['I1'],0
['I4'],0
['I3'],0
['I7'],0
['I6'],0
['I8'],0
['I5'],0
['I6'],0
['I3'],0
['I1'],0
['I8'],0
['I3'],0
['I3'],0
['I3'],0
['I1'],0
['I3'],0
['I3'],0
['I4'],0
['I2'],0
['I5'],0
['I1'],0
['I3'],0
['I6'],0
['I6'],0
['I8'],0
['I2'],0
['I4'],0
['I6'],0
['I2'],0
['I8'],0
['I7'],0
['I8'],0
['I1'],0
['I8'],0
['I8'],0
['I1'],0
['I1'],0
['I5'],0
['I2'],0
['I5'],0
['I8'],0
['I8'],0
['I3'],0
['I6'],0
['I1'],0
['I3'],0
['I8'],0
['I1'],0
['I8'],0
['I1'],0
['I3'],0
['I1'],0
['I2'],0
['I1'],0
['I2'],0
['I1'],0
['I7'],0
['I7'],0
['I2'],0
['I6'],0
['I4'],0
['I5'],0
['I4'],0
['I7'],0
['I2'],0
['I2'],0
['I7'],0
['I4'],0
['I5'],0
['I6'],0
['I8'],0
['I4'],0
['I4'],0
['I5'],0
['I4'],0
['I3'],0
['I3'],0
['I1'],0
['I3'],0
['I8'],0
['I7'],0
['I5'],0
['I4'],0
['I2'],0
['I7'],0
['I3'],0
['I7'],0
['I7'],0
['I1'],0
['I4'],0
['I3'],0
['I5'],0
['I6'],0
['I8'],0
['I5'],0
['I5'],0
['I8'],0
['I2'],0
['I6'],0
['I2'],0
['I1'],0
['I5'],0
['I6'],0
['I4'],0
['I6'],0
['I8'],0
['I2'],0
['I3'],0
['I5'],0
['I5'],0
['I6'],0
['I7'],0
['I5'],0
['I8'],0
['I5'],0
['I8'],0
['I7'],0
['I5'],0
['I1'],0
['I3'],0
['I5'],0
['I5'],0
['I6'],0
['I4'],0
['I7'],0
['I7'],0
['I6'],0
['I1'],0
['I3'],0
['I3'],0
['I5'],0
['I1'],0
['I1'],0
['I8'],0
['I2'],0
['I2'],0
['I7'],0
['I7'],0
['I3'],0
['I1'],0
['I3'],0
['I5'],0
['I1'],0
['I5'],0
['I4'],0
['I2'],0
['I5'],0
['I2'],0
['I3'],0
['I3'],0
['I5'],0
['I6'],0
['I6'],0
['I2'],0
['I1'],0
['I3'],0
['I6'],0
['I1'],0
['I2'],0
['I4'],0
['I3'],0
['I7'],0
['I2'],0
['I7'],0
['I8'],0
['I5'],0
['I3'],0
['I6'],0
['I5'],0
['I2'],0
['I1'],0
['I5'],0
['I5'],0
['I5'],0
['I4'],0
['I5'],0
['I3'],0
['I2'],0
['I8'],0
['I7'],0
['I5'],0
['I6'],0
['I4'],0
['I3'],0
['I4'],0
['I4'],0
['I7'],0
['I4'],0
['I2'],0
['I2'],0
['I6'],0
['I3'],0
['I3'],0
['I2'],0
['I2'],0
['I8'],0
['I1'],0
['I6'],0
['I6'],0
['I6'],0
['I6'],0
['I6'],0
['I6'],0
['I5'],0
['I4'],0
['I2'],0
['I7'],0
['I2'],0
['I1'],0
['I3'],0
['I7'],0
['I7'],0
['I2'],0
['I6'],0
['I6'],0
['I4'],0
['I1'],0
['I5'],0
['I7'],0
['I6'],0
['I7'],0
['I1'],0
['I2'],0
['I2'],0
['I1'],0
['I8'],0
['I8'],0
['I3'],0
['I3'],0
['I7'],0
['I3'],0
['I3'],0
['I7'],0
['I3'],0
['I2'],0
['I3'],0
['I5'],0
['I1'],0
['I7'],0
['I1'],0
['I7'],0
['I7'],0
['I2'],0
['I2'],0
['I1'],0
['I6'],0
['I6'],0
['I3'],0
['I5'],0
['I7'],0
['I8'],0
['I1'],0
['I3'],0
['I4'],0
['I3'],0
['I4'],0
['I4'],0
['I1'],0
['I6'],0
['I6'],0
['I2'],0
['I8'],0
['I2'],0
['I2'],0
['I2'],0
['I3'],0
['I4'],0
['I8'],0
['I7'],0
['I1'],0
['I3'],0
['I3'],0
['I6'],0
['I6'],0
['I5'],0
['I2'],0
['I7'],0
['I7'],0
['I5'],0
['I2'],0
['I7'],0
['I5'],0
['I8'],0
['I6'],0
['I5'],0
['I5'],0
['I8'],0
['I8'],0
['I6'],0
['I8'],0
['I1'],0
['I2'],0
['I4'],0
['I7'],0
['I8'],0
['I5'],0
['I3'],0
['I8'],0
['I4'],0
['I6'],0
['I4'],0
['I5'],0
['I6'],0
['I7'],0
['I5'],0
['I7'],0
['I6'],0
['I1'],0
['I8'],0
['I8'],0
['I7'],0
['I3'],0
['I8'],0
['I3'],0
['I3'],0
['I1'],0
['I4'],0
['I2'],0
['I4'],0
['I1'],0
['I6'],0
['I5'],0
['I3'],0
['I2'],0
['I3'],0
['I4'],0
['I7'],0
['I8'],0
['I8'],0
['I1'],0
['I1'],0
['I6'],0
['I4'],0
['I8'],0
['I4'],0
['I4'],0
['I5'],0
['I6'],0
['I5'],0
['I7'],0
['I5'],0
['I5'],0
['I7'],0
['I8'],0
['I4'],0
['I6'],0
['I8'],0
['I1'],0
['I4'],0
['I8'],0
['I6'],0
['I8'],0
['I3'],0
['I3'],0
['I2'],0
['I6'],0
['I7'],0
['I3'],0
['I3'],0
['I1'],0
['I3'],0
['I7'],0
['I6'],0
['I7'],0
['I5'],0
['I7'],0
['I4'],0
['I3'],0
['I3'],0
['I7'],0
['I4'],0
['I6'],0
['I3'],0
['I2'],0
['I6'],0
['I1'],0
['I1'],0
['I5'],0
['I2'],0
['I6'],0
['I7'],0
['I4'],0
['I4'],0
['I7'],0
['I1'],0
['I6'],0
['I5'],0
['I7'],0
['I3'],0
['I4'],0
['I3'],0
['I8'],0
['I2'],0
['I7'],0
['I6'],0
['I4'],0
['I3'],0
['I7'],0
['I8'],0
['I5'],0
['I3'],0
['I2'],0
['I2'],0
['I3'],0
['I7'],0
['I1'],0
['I3'],0
['I7'],0
['I1'],0
['I2'],0
['I1'],0
['I4'],0
['I3'],0
['I5'],0
['I3'],0
['I4'],0
['I1'],0
['I7'],0
['I6'],0
['I7'],0
['I5'],0
['I7'],0
['I2'],0
['I5'],0
['I5'],0
['I3'],0
['I2'],0
['I4'],0
['I4'],0
['I6'],0
['I2'],0
['I7'],0
['I6'],0
['I7'],0
['I8'],0
['I8'],0
['I6'],0
['I2'],0
['I3'],0
['I5'],0
['I3'],0
['I2'],0
['I4'],0
['I8'],0
['I8'],0
['I8'],0
['I8'],0
['I4'],0
['I8'],0
['I8'],0
['I8'],0
['I5'],0
['I6'],0
['I4'],0
['I5'],0
['I2'],0
['I1'],0
['I7'],0
['I4'],0
['I3'],0
['I3'],0
['I3'],0
['I2'],0
['I8'],0
['I1'],0
['I2'],0
['I6'],0
['I1'],0
['I8'],0
['I6'],0
['I2'],0
['I5'],0
['I5'],0
['I4'],0
['I6'],0
['I1'],0
['I8'],0
['I4'],0
['I6'],0
['I7'],0
['I3'],0
['I7'],0
['I1'],0
['I5'],0
['I5'],0
['I7'],0
['I1'],0
['I6'],0
['I4'],0
['I1'],0
['I4'],0
['I5'],0
['I1'],0
['I4'],0
['I3'],0
['I6'],0
['I2'],0
['I5'],0
['I5'],0
['I3'],0
['I5'],0
['I2'],0
['I4'],0
['I7'],0
['I2'],0
['I3'],0
['I6'],0
['I5'],0
['I6'],0
['I7'],0
['I2'],0
['I7'],0
['I1'],0
['I1'],0
['I1'],0
['I4'],0
['I1'],0
['I7'],0
['I2'],0
['I1'],0
['I8'],0
['I1'],0
['I4'],0
['I5'],0
['I1'],0
['I5'],0
['I4'],0
['I5'],0
['I4'],0
['I4'],0
['I5'],0
['I1'],0
['I7'],0
['I4'],0
['I5'],0
['I3'],0
['I5'],0
['I1'],0
['I5'],0
['I5'],0
['I5'],0
['I3'],0
['I4'],0
['I5'],0
['I8'],0
['I1'],0
['I6'],0
['I4'],0
['I2'],0
['I6'],0
['I7'],0
['I7'],0
['I2'],0
['I4'],0
['I1'],0
['I5'],0
['I1'],0
['I1'],0
['I8'],0
['I3'],0
['I8'],0
['I7'],0
['I6'],0
['I8'],0
['I8'],0
['I1'],0
['I3'],0
['I7'],0
['I4'],0
['I2'],0
['I2'],0
['I2'],0
['I8'],0
['I8'],0
['I1'],0
['I8'],0
['I2'],0
['I1'],0
['I2'],0
['I6'],0
['I8'],0
['I7'],0
['I8'],0
['I3'],0
['I8'],0
['I1'],0
['I8'],0
['I8'],0
['I3'],0
['I1'],0
['I3'],0
['I1'],0
['I6'],0
['I5'],0
['I4'],0
['I5'],0
['I7'],0
['I6'],0
['I7'],0
['I7'],0
['I6'],0
['I1'],0
['I6'],0
['I1'],0
['I1'],0
['I2'],0
['I1'],0
['I5'],0
['I3'],0
['I2'],0
['I6'],0
['I1'],0
['I4'],0
['I1'],0
['I7'],0
['I3'],0
['I8'],0
['I7'],0
['I2'],0
['I5'],0
['I5'],0
['I1'],0
['I3'],0
['I5'],0
['I3'],0
['I4'],0
['I4'],0
['I8'],0
['I3'],0
['I5'],0
['I3'],0
['I8'],0
['I5'],0
['I3'],0
['I3'],0
['I5'],0
['I2'],0
['I2'],0
['I1'],0
['I1'],0
['I1'],0
['I8'],0
['I7'],0
['I5'],0
['I4'],0
['I6'],0
['I3'],0
['I1'],0
['I2'],0
['I5'],0
['I7'],0
['I7'],0
['I8'],0
['I4'],0
['I1'],0
['I3'],0
['I7'],0
['I3'],0
['I1'],0
['I3'],0
['I1'],0
['I2'],0
['I6'],0
['I2'],0
['I5'],0
['I5'],0
['I5'],0
['I3'],0
['I8'],0
['I1'],0
['I8'],0
['I2'],0
['I3'],0
['I7'],0
['I3'],0
['I4'],0
['I2'],0
['I3'],0
['I4'],0
['I3'],0
['I4'],0
['I1'],0
['I3'],0
['I7'],0
['I4'],0
['I5'],0
['I3'],0
['I1'],0
['I1'],0
['I1'],0
['I3'],0
['I6'],0
['I5'],0
['I5'],0
['I3'],0
['I8'],0
['I4'],0
['I6'],0
['I5'],0
['I3'],0
['I5'],0
['I5'],0
['I3'],0
['I7'],0
['I6'],0
['I8'],0
['I8'],0
['I7'],0
['I8'],0
['I2'],0
['I2'],0
['I5'],0
['I3'],0
['I7'],0
['I1'],0
['I7'],0
['I6'],0
['I6'],0
['I2'],0
['I6'],0
['I3'],0
['I1'],0
['I4'],0
['I7'],0
['I1'],0
['I5'],0
['I1'],0
['I7'],0
['I7'],0
['I3'],0
['I4'],0
['I8'],0
['I8'],0
['I4'],0
['I2'],0
['I3'],0
['I1'],0
['I6'],0
['I4'],0
['I5'],0
['I4'],0
['I5'],0
['I8'],0
['I4'],0
['I4'],0
['I1'],0
['I6'],0
['I4'],0
['I2'],0
['I4'],0
['I4'],0
['I4'],0
['I7'],0
['I5'],0
['I6'],0
['I5'],0
['I4'],0
['I3'],0
['I2'],0
['I8'],0
['I6'],0
['I2'],0
['I7'],0
['I3'],0
['I6'],0
['I4'],0
['I5'],0
['I4'],0
['I5'],0
['I8'],0
['I7'],0
['I5'],0
['I4'],0
['I7'],0
['I4'],0
['I1'],0
['I1'],0
['I3'],0
['I8'],0
['I8'],0
['I1'],0
['I3'],0
['I1'],0
['I1'],0
['I2'],1
['I7'],0
['I7'],0
['I7'],0
['I2'],0
['I5'],0
['I2'],0
['I5'],0
['I2'],0
['I6'],0
['I4'],0
['I3'],0
['I1'],0
['I4'],0
['I5'],0
['I2'],0
['I3'],0
['I8'],0
['I2'],0
['I2'],0
['I6'],0
['I4'],0
['I4'],0
['I5'],0
['I7'],0
['I6'],0
['I4'],0
['I3'],0
['I8'],0
['I1'],0
['I8'],0
['I6'],0
['I8'],0
['I3'],0
['I1'],0
['I7'],0
['I1'],0
['I8'],0
['I8'],0
['I7'],0
['I7'],0
['I1'],0
['I2'],0
['I6'],0
['I2'],0
['I6'],0
['I1'],0
['I7'],0
['I4'],0
['I3'],0
['I6'],0
['I7'],0
['I5'],0
['I8'],0
['I7'],0
['I1'],0
['I1'],0
['I4'],0
['I6'],0
['I5'],0
['I7'],0
['I2'],0
['I4'],0
['I8'],0
['I1'],0
['I6'],0
